Id,satisfaction_level,number_project,average_monthly_hours,time_spend_company_in_yrs,Work_accident,promotion_last_5years
88443,0.99,4,167,4,0,0
88444,0.65,4,258,2,0,0
88445,0.92,3,207,2,0,1
88446,0.24,4,282,4,1,1
88447,0.39,3,188,5,0,0
88448,0.82,3,214,2,0,0
88449,0.78,4,272,2,0,1
88450,0.62,3,259,3,0,0
88451,0.6,5,191,2,1,1
88452,0.49,3,192,3,0,0
88453,0.82,3,164,3,0,1
88454,0.48,4,149,2,0,1
88455,0.69,4,149,3,0,0
88456,0.4,2,165,3,0,0
88457,0.72,3,222,3,0,0
88458,0.75,5,222,3,1,0
88459,0.5,3,265,3,0,0
88460,0.78,5,247,4,0,1
88461,0.76,4,147,2,0,1
88462,0.94,3,273,3,0,0
88463,0.24,6,144,4,0,0
88464,0.99,3,181,2,0,0
88465,0.67,3,198,2,1,0
88466,0.76,5,255,4,0,1
88467,0.76,4,169,10,0,0
88468,0.55,4,201,10,1,1
88469,0.74,4,274,10,1,1
88470,0.81,4,134,10,1,1
88471,0.98,3,190,10,0,1
88472,0.98,4,170,10,0,1
88473,0.58,3,154,10,0,0
88474,0.18,3,142,2,0,1
88475,0.57,5,235,2,0,1
88476,0.7,3,110,3,0,1
88477,0.49,3,211,3,0,0
88478,0.7,4,214,3,0,0
88479,0.16,5,210,7,0,0
88480,0.58,3,207,7,0,0
88481,0.66,4,161,7,0,1
88482,0.51,2,102,7,0,1
88483,0.48,4,186,7,0,1
88484,0.56,3,211,6,0,1
88485,0.81,3,240,6,0,1
88486,0.57,4,237,6,0,0
88487,0.66,3,164,6,0,1
88488,0.22,6,222,8,0,0
88489,0.96,3,205,8,1,1
88490,0.87,4,140,8,0,0
88491,0.61,2,103,8,0,0
88492,0.66,3,178,8,1,0
88493,0.9,4,137,6,0,0
88494,0.64,3,143,6,0,0
88495,0.76,4,170,6,0,0
88496,0.97,5,135,6,0,1
88497,0.69,3,174,6,0,0
88498,0.98,3,166,6,1,0
88499,0.18,5,174,6,0,0
88500,0.62,3,251,10,0,0
88501,0.29,6,187,10,1,1
88502,0.87,5,170,3,0,1
88503,0.91,3,241,10,0,0
88504,0.53,3,221,10,1,0
88505,0.69,4,257,10,1,1
88506,0.14,4,275,10,0,0
88507,0.7,4,245,2,0,0
88508,0.77,6,246,6,0,0
88509,0.77,6,263,6,0,1
88510,0.76,3,133,4,0,0
88511,0.66,4,157,3,0,1
88512,0.5,3,198,4,0,0
88513,0.57,5,145,3,0,0
88514,0.97,6,118,2,0,1
88515,0.26,5,184,5,0,0
88516,0.72,3,243,2,1,0
88517,0.83,3,247,2,0,1
88518,0.55,3,158,3,0,1
88519,0.77,5,243,2,0,0
88520,0.24,4,203,5,0,0
88521,0.8,3,161,3,0,0
88522,0.5,4,214,3,1,0
88523,0.66,4,179,3,0,0
88524,0.66,4,188,2,0,0
88525,0.66,3,174,3,0,1
88526,0.96,3,177,4,0,1
88527,0.75,5,194,4,0,1
88528,0.78,3,244,2,0,1
88529,0.57,4,269,2,0,1
88530,0.78,2,159,3,1,0
88531,0.57,4,140,2,0,0
88532,0.84,5,224,2,0,1
88533,0.23,5,242,4,0,0
88534,0.53,3,180,3,0,0
88535,0.82,3,150,3,0,0
88536,0.59,5,269,3,0,1
88537,0.5,2,178,2,0,0
88538,1,2,187,3,0,0
88539,0.94,3,140,2,0,0
88540,0.86,4,193,2,0,0
88541,0.73,4,243,2,0,0
88542,0.49,3,144,3,1,1
88543,0.79,2,147,2,0,0
88544,0.83,6,165,3,0,0
88545,0.85,3,176,2,0,1
88546,0.65,3,170,6,0,0
88547,0.94,4,213,2,1,1
88548,0.76,4,242,2,0,1
88549,0.77,4,139,3,1,0
88550,0.77,4,239,3,1,1
88551,0.59,5,123,2,0,1
88552,0.69,3,185,4,0,0
88553,0.51,4,186,2,0,1
88554,0.8,3,178,3,0,1
88555,0.98,3,153,10,0,1
88556,0.69,4,185,10,1,0
88557,0.14,4,142,10,0,0
88558,0.95,4,221,10,1,0
88559,0.53,3,148,10,0,1
88560,0.64,5,258,10,1,1
88561,0.51,4,229,3,0,1
88562,0.36,2,111,2,0,1
88563,0.62,2,271,3,0,0
88564,0.98,4,133,3,0,1
88565,0.53,4,223,3,0,1
88566,0.8,4,272,2,0,0
88567,0.73,3,233,3,0,1
88568,0.82,3,162,3,0,1
88569,0.62,5,165,4,0,1
88570,0.87,5,242,3,0,0
88571,0.43,4,124,2,0,1
88572,0.57,2,163,3,0,1
88573,0.91,3,144,3,0,0
88574,0.75,5,149,4,0,1
88575,0.76,5,217,2,0,0
88576,0.85,4,139,2,0,1
88577,0.56,3,270,2,0,0
88578,0.86,3,177,3,0,1
88579,0.21,5,175,2,1,0
88580,0.94,3,151,2,0,1
88581,0.98,3,185,3,0,0
88582,0.42,3,227,3,0,0
88583,0.98,4,218,2,0,0
88584,1,5,167,3,0,0
88585,0.95,3,183,2,1,1
88586,0.95,4,259,3,0,1
88587,0.68,3,138,2,1,0
88588,0.64,5,122,4,0,0
88589,0.24,6,225,6,0,0
88590,0.37,3,121,2,0,1
88591,0.67,4,274,3,0,0
88592,0.86,4,153,4,0,1
88593,0.43,3,119,2,0,1
88594,0.67,4,141,2,1,1
88595,0.92,4,161,3,0,1
88596,0.43,2,186,2,0,0
88597,0.52,3,252,4,0,1
88598,0.16,3,182,3,1,1
88599,0.49,4,264,2,1,1
88600,0.37,4,167,3,0,1
88601,0.98,5,171,3,0,1
88602,0.33,5,130,4,0,0
88603,0.14,5,271,4,0,1
88604,0.54,5,249,3,1,0
88605,0.63,4,180,4,0,0
88606,0.55,4,220,3,1,0
88607,0.84,3,210,4,1,0
88608,0.51,4,258,2,0,1
88609,0.15,3,150,4,0,0
88610,0.97,5,259,3,0,1
88611,0.67,3,231,3,0,1
88612,0.48,4,220,3,0,1
88613,0.69,4,149,3,0,1
88614,0.6,3,238,4,0,0
88615,0.82,2,209,5,0,1
88616,0.86,4,149,3,0,0
88617,0.69,4,264,3,0,0
88618,0.87,5,207,2,0,1
88619,0.17,3,239,6,0,1
88620,0.94,6,239,5,0,1
88621,0.5,4,258,3,0,0
88622,0.16,3,203,3,0,0
88623,0.89,2,258,3,0,0
88624,0.69,3,257,3,1,1
88625,0.5,5,134,3,0,1
88626,0.16,6,240,2,0,1
88627,0.75,2,237,5,1,0
88628,0.64,5,157,2,0,1
88629,0.78,4,275,3,0,0
88630,0.81,2,228,3,0,1
88631,0.55,3,254,2,0,1
88632,0.53,4,257,2,0,0
88633,0.69,3,231,2,1,1
88634,0.8,3,217,3,0,0
88635,0.77,3,286,6,0,0
88636,0.84,4,236,3,0,1
88637,0.64,4,215,2,0,1
88638,0.78,4,157,3,0,1
88639,0.67,3,149,3,0,0
88640,0.81,3,221,2,0,0
88641,0.91,4,238,2,0,1
88642,0.75,6,250,2,0,0
88643,0.78,3,202,4,1,0
88644,0.54,4,173,2,0,0
88645,0.77,5,250,3,1,0
88646,0.89,4,270,3,1,1
88647,0.16,3,232,5,0,1
88648,0.77,4,260,3,0,0
88649,0.69,5,232,4,0,1
88650,0.61,4,134,3,0,0
88651,0.59,4,189,3,0,0
88652,0.58,4,113,3,0,1
88653,0.88,5,264,3,0,1
88654,0.51,5,260,2,0,0
88655,0.31,3,132,3,0,0
88656,0.52,4,168,3,0,1
88657,0.57,3,186,3,1,1
88658,0.5,3,267,2,0,1
88659,0.74,3,180,3,0,1
88660,0.74,3,211,3,0,1
88661,0.82,2,268,2,0,0
88662,0.74,3,206,3,0,0
88663,0.2,6,113,3,0,1
88664,0.63,4,179,3,0,0
88665,0.19,6,157,6,1,0
88666,0.4,4,127,5,0,0
88667,0.71,2,179,5,0,1
88668,0.84,4,197,3,0,0
88669,0.59,4,251,4,1,0
88670,0.57,4,250,3,1,1
88671,0.81,2,176,5,0,1
88672,0.8,4,246,3,0,1
88673,0.49,3,155,3,0,1
88674,0.55,3,178,2,0,1
88675,0.68,3,213,5,1,1
88676,0.55,3,150,2,0,1
88677,0.59,3,166,2,0,1
88678,0.91,5,169,4,0,0
88679,0.48,4,208,3,0,1
88680,0.84,3,209,2,0,0
88681,0.73,4,167,3,0,1
88682,0.28,6,281,3,0,0
88683,0.77,3,156,4,0,1
88684,0.67,3,265,3,0,0
88685,0.5,3,142,3,1,0
88686,0.32,3,143,4,0,0
88687,0.57,3,134,3,0,1
88688,0.51,5,268,3,0,0
88689,0.61,3,255,2,0,1
88690,0.83,4,157,2,0,0
88691,0.87,5,151,3,0,1
88692,0.7,3,157,2,0,0
88693,0.78,3,139,3,0,1
88694,0.71,4,196,2,1,0
88695,0.68,3,159,2,0,1
88696,0.75,4,224,4,1,1
88697,0.7,3,215,7,1,0
88698,0.59,5,157,7,1,1
88699,0.64,4,157,7,0,0
88700,0.61,5,146,7,1,0
88701,0.77,2,286,7,0,1
88702,0.51,3,203,3,0,1
88703,0.49,3,168,7,0,0
88704,0.77,3,170,7,0,1
88705,0.31,3,266,7,0,0
88706,0.54,3,183,3,0,1
88707,0.56,4,264,3,0,1
88708,0.65,4,205,3,0,1
88709,0.49,2,192,3,0,1
88710,0.82,3,176,3,0,0
88711,0.6,3,183,2,0,1
88712,0.64,3,156,6,1,1
88713,0.7,3,150,3,0,1
88714,0.65,4,204,8,1,1
88715,0.69,5,131,8,0,0
88716,0.93,5,248,8,1,0
88717,0.55,4,168,8,0,1
88718,0.75,4,146,8,1,1
88719,0.47,4,246,3,0,0
88720,0.72,5,216,10,1,1
88721,0.59,3,203,10,0,1
88722,0.98,3,199,10,0,0
88723,0.39,2,102,8,0,1
88724,0.93,4,139,8,0,1
88725,0.71,5,208,8,1,1
88726,0.49,4,215,4,0,1
88727,0.63,4,233,3,0,1
88728,0.45,3,169,10,0,0
88729,0.77,3,190,10,1,1
88730,0.77,4,236,7,0,1
88731,0.5,4,266,7,0,1
88732,0.45,4,156,7,0,0
88733,0.81,4,153,7,0,0
88734,0.83,3,175,3,0,0
88735,0.47,6,174,10,0,0
88736,0.25,4,154,10,0,0
88737,0.89,5,251,10,0,1
88738,0.97,3,164,10,0,0
88739,0.6,2,225,10,0,1
88740,0.67,2,134,10,0,0
88741,0.89,3,144,3,0,0
88742,0.6,5,211,3,0,1
88743,0.64,4,139,3,0,0
88744,0.57,3,268,3,0,1
88745,0.56,5,171,3,1,0
88746,0.6,4,260,2,0,0
88747,0.17,6,224,3,0,1
88748,0.74,4,233,3,0,0
88749,0.44,3,125,7,0,1
88750,0.51,4,233,7,0,1
88751,0.86,3,162,7,0,0
88752,0.96,4,198,7,0,1
88753,0.87,4,198,7,0,1
88754,0.58,3,243,3,1,1
88755,0.24,4,281,7,0,1
88756,0.42,4,259,7,1,1
88757,0.65,4,184,7,0,0
88758,0.73,6,189,3,1,1
88759,0.63,4,258,3,0,0
88760,0.95,4,225,3,0,0
88761,0.52,5,145,3,0,0
88762,0.96,3,164,3,0,1
88763,0.66,4,254,2,0,1
88764,0.98,4,154,6,1,0
88765,0.56,5,248,3,0,0
88766,0.97,3,154,8,1,1
88767,0.72,3,242,8,0,1
88768,0.74,4,194,8,0,0
88769,0.2,5,261,8,0,1
88770,0.73,3,245,8,0,1
88771,0.76,3,247,3,0,1
88772,0.65,4,147,10,0,1
88773,0.66,3,139,10,1,1
88774,0.96,6,137,10,0,1
88775,0.57,4,177,8,0,0
88776,0.61,4,184,8,0,1
88777,0.57,3,212,8,0,0
88778,0.59,3,159,4,0,0
88779,0.92,4,178,3,0,1
88780,0.79,3,149,10,0,1
88781,0.95,4,223,10,0,1
88782,0.24,6,263,7,0,0
88783,0.49,4,161,7,0,1
88784,0.49,3,192,7,0,1
88785,0.97,5,215,7,0,1
88786,0.55,4,261,3,0,0
88787,0.76,5,222,10,0,0
88788,0.53,3,223,10,0,0
88789,0.51,3,182,10,0,1
88790,0.57,2,204,10,0,1
88791,0.58,3,195,10,0,0
88792,0.6,4,146,10,0,1
88793,0.65,4,233,4,1,1
88794,0.91,2,147,3,0,0
88795,0.65,3,156,5,0,0
88796,0.18,3,240,2,1,1
88797,0.66,4,177,7,0,0
88798,0.78,3,135,7,0,1
88799,0.82,5,178,7,1,0
88800,0.54,3,190,7,0,0
88801,0.95,3,240,7,0,1
88802,0.65,4,172,3,0,0
88803,0.83,3,271,7,0,0
88804,0.15,5,188,7,0,1
88805,0.59,4,197,7,0,1
88806,0.99,5,151,3,0,1
88807,0.76,3,263,3,0,0
88808,0.64,2,223,3,0,1
88809,0.95,4,151,3,0,0
88810,0.53,3,191,3,0,1
88811,0.59,2,162,2,0,0
88812,0.69,5,195,6,0,0
88813,0.5,4,222,3,0,1
88814,0.89,3,179,8,0,0
88815,0.56,3,106,8,0,0
88816,0.77,3,214,8,1,1
88817,0.15,3,259,8,1,0
88818,0.88,3,145,8,0,0
88819,0.89,4,153,3,0,0
88820,0.65,2,117,10,1,1
88821,0.58,3,207,10,0,0
88822,0.56,3,265,10,1,1
88823,0.25,5,279,8,0,1
88824,0.87,4,225,8,0,0
88825,0.62,3,158,8,1,1
88826,0.72,4,211,4,0,0
88827,0.49,4,175,3,0,0
88828,0.57,4,224,10,0,1
88829,0.63,3,190,10,0,1
88830,0.91,5,240,7,0,1
88831,0.7,5,225,7,0,1
88832,0.66,5,192,7,0,0
88833,0.77,5,262,7,0,0
88834,0.68,3,250,3,1,1
88835,0.34,3,155,10,0,1
88836,0.97,4,238,10,1,0
88837,0.57,4,249,10,0,1
88838,0.66,3,272,10,0,1
88839,0.68,4,162,10,0,0
88840,0.49,4,254,10,0,0
88841,0.72,4,184,3,0,0
88842,0.77,4,269,10,0,1
88843,0.77,3,201,10,0,1
88844,0.59,4,247,10,0,1
88845,0.41,6,221,10,0,1
88846,0.94,5,247,10,0,0
88847,0.91,4,135,10,0,0
88848,0.7,3,260,4,1,1
88849,0.51,3,188,3,0,0
88850,0.22,4,159,5,0,0
88851,0.69,3,153,2,0,0
88852,0.2,5,167,7,0,0
88853,0.9,3,158,7,0,0
88854,0.76,3,180,7,0,1
88855,0.88,3,211,7,0,1
88856,0.31,4,104,7,1,0
88857,0.17,6,174,3,0,0
88858,0.91,3,195,7,0,0
88859,0.97,5,211,7,1,1
88860,0.61,5,232,7,0,0
88861,0.74,5,216,3,0,1
88862,0.65,5,265,3,0,1
88863,0.87,5,184,3,0,1
88864,0.56,5,244,3,0,0
88865,0.78,4,202,3,0,1
88866,0.73,3,146,2,0,1
88867,0.66,4,161,6,0,0
88868,0.15,5,280,3,1,1
88869,0.52,5,208,8,1,1
88870,0.44,6,134,8,0,0
88871,0.7,3,162,8,0,0
88872,0.63,5,209,8,1,1
88873,0.89,3,265,8,0,1
88874,0.96,4,173,3,0,1
88875,0.98,4,261,10,1,1
88876,0.62,3,204,10,0,1
88877,0.62,3,144,10,1,1
88878,0.69,5,113,8,0,0
88879,0.5,4,144,8,0,1
88880,0.71,5,140,8,0,1
88881,0.5,3,245,4,0,1
88882,0.93,3,188,3,0,0
88883,0.95,5,199,10,1,1
88884,0.17,6,154,10,1,1
88885,0.92,4,138,7,0,0
88886,0.64,3,147,7,0,0
88887,0.27,6,173,7,0,0
88888,0.66,3,223,7,0,1
88889,0.59,3,200,3,0,1
88890,0.93,4,189,10,0,0
88891,0.58,5,133,10,0,1
88892,0.96,3,160,10,0,0
88893,0.69,3,153,10,0,1
88894,0.41,4,142,10,1,0
88895,0.36,3,167,10,0,1
88896,0.71,4,227,2,0,0
88897,0.94,4,144,4,0,1
88898,0.51,4,140,3,0,0
88899,0.83,4,220,3,1,1
88900,0.22,3,180,3,0,1
88901,0.66,4,173,4,0,1
88902,0.14,3,179,5,0,0
88903,0.16,5,137,5,1,0
88904,0.81,3,165,3,0,0
88905,0.73,3,177,3,0,0
88906,0.7,5,168,3,0,0
88907,0.62,3,245,4,0,1
88908,0.5,5,258,2,0,1
88909,0.7,3,159,2,0,0
88910,0.53,3,163,3,1,1
88911,0.87,3,174,2,0,1
88912,0.59,3,214,2,1,1
88913,0.94,4,191,3,1,1
88914,0.2,5,272,5,0,1
88915,0.42,3,183,2,0,1
88916,0.43,4,135,2,0,0
88917,0.43,6,154,2,0,0
88918,0.77,5,238,3,0,1
88919,0.76,2,235,3,0,0
88920,0.82,3,215,4,0,0
88921,0.75,5,234,2,0,1
88922,0.63,4,187,3,0,0
88923,0.51,3,133,3,0,0
88924,0.23,3,123,5,0,0
88925,0.77,4,202,3,0,0
88926,0.54,4,140,3,0,0
88927,0.63,4,182,3,1,1
88928,0.55,3,179,2,1,0
88929,0.31,3,150,3,1,1
88930,0.98,4,151,3,0,1
88931,0.16,6,117,7,0,0
88932,0.54,3,156,7,0,0
88933,0.73,3,211,7,0,0
88934,0.16,6,286,7,0,0
88935,0.57,5,233,7,0,1
88936,0.88,4,222,3,1,0
88937,0.95,4,258,7,0,0
88938,0.93,5,231,7,0,1
88939,0.91,3,220,7,0,1
88940,0.77,4,134,3,0,1
88941,0.24,6,141,3,1,0
88942,0.74,5,160,3,1,0
88943,0.53,4,259,3,0,1
88944,0.89,5,232,3,0,0
88945,0.23,5,272,2,0,1
88946,0.69,3,215,6,0,1
88947,0.52,4,222,3,0,0
88948,0.9,3,244,8,0,0
88949,0.92,5,224,8,1,0
88950,0.72,5,200,8,1,1
88951,0.92,4,143,8,0,1
88952,0.79,5,238,8,0,1
88953,0.48,4,145,3,0,0
88954,0.27,4,108,10,0,0
88955,0.67,3,247,10,0,1
88956,0.48,3,213,10,0,1
88957,0.99,4,209,8,1,1
88958,0.49,4,240,8,0,1
88959,0.39,3,100,8,1,1
88960,0.99,4,265,4,1,1
88961,0.78,3,209,3,0,0
88962,0.5,3,154,10,0,0
88963,0.61,5,230,10,0,1
88964,0.88,4,208,7,0,1
88965,0.44,2,141,7,1,0
88966,0.73,3,262,7,1,0
88967,0.58,4,206,7,0,0
88968,0.74,3,166,3,1,0
88969,0.32,4,117,10,0,0
88970,0.88,4,273,10,0,0
88971,0.81,4,270,10,0,1
88972,0.59,3,138,10,0,1
88973,0.79,3,235,10,0,1
88974,0.92,4,190,10,1,0
88975,0.76,3,192,3,0,1
88976,0.91,5,214,3,1,1
88977,0.8,4,242,2,1,1
88978,0.73,4,233,2,0,0
88979,0.88,3,218,4,0,1
88980,0.65,5,125,4,0,0
88981,0.84,4,178,2,0,1
88982,0.93,5,272,3,0,1
88983,0.64,3,265,4,0,0
88984,0.66,4,271,3,0,0
88985,0.76,3,179,3,1,1
88986,0.34,3,118,4,0,1
88987,0.48,4,196,5,0,0
88988,0.79,4,173,2,0,0
88989,0.82,4,156,3,0,0
88990,0.51,2,180,3,0,1
88991,0.84,4,263,3,0,0
88992,0.66,5,134,3,0,1
88993,0.72,3,189,3,1,1
88994,0.53,4,167,4,0,1
88995,0.81,5,132,2,1,1
88996,0.58,3,209,2,0,1
88997,0.82,2,227,5,1,1
88998,0.72,4,239,3,0,1
88999,0.9,4,172,4,0,0
89000,0.98,3,188,4,0,0
89001,0.56,3,265,3,0,1
89002,0.77,3,153,3,1,1
89003,0.61,4,242,2,0,1
89004,0.97,4,262,3,1,0
89005,0.64,3,246,2,0,0
89006,0.99,4,211,2,0,1
89007,0.61,3,145,4,0,1
89008,0.72,4,256,3,0,1
89009,0.67,2,245,2,1,0
89010,0.9,3,151,3,0,0
89011,0.9,4,245,2,0,0
89012,0.63,4,171,3,0,0
89013,0.64,3,252,2,0,0
89014,0.44,3,175,2,0,1
89015,0.64,4,210,3,0,0
89016,0.65,2,180,2,0,1
89017,0.69,5,103,5,0,0
89018,0.93,4,110,3,0,1
89019,0.73,5,184,3,0,1
89020,0.83,4,161,2,0,1
89021,0.82,5,210,3,0,1
89022,0.39,2,212,2,0,1
89023,0.53,6,106,6,0,1
89024,0.88,4,179,3,0,0
89025,0.8,5,217,3,0,0
89026,0.68,4,184,3,0,0
89027,0.66,3,210,2,0,0
89028,0.61,4,246,2,0,1
89029,0.74,4,262,3,0,1
89030,0.61,4,245,3,1,0
89031,0.57,3,222,3,1,1
89032,0.68,4,146,4,0,0
89033,0.75,4,263,3,0,0
89034,0.29,5,134,2,0,0
89035,0.81,5,250,4,0,1
89036,0.53,4,173,3,0,0
89037,0.42,6,173,3,0,1
89038,0.64,4,252,3,1,0
89039,0.63,2,230,4,0,0
89040,0.81,4,212,2,1,0
89041,0.71,5,187,2,0,1
89042,0.7,5,241,2,0,0
89043,0.53,3,164,4,0,0
89044,0.16,6,218,6,1,1
89045,0.17,4,194,3,0,0
89046,0.7,3,158,2,0,1
89047,0.43,2,149,4,0,1
89048,0.49,4,161,2,0,1
89049,0.5,5,226,2,0,0
89050,0.57,2,111,2,0,1
89051,0.68,4,258,3,0,0
89052,0.62,3,266,2,0,1
89053,0.69,3,253,3,0,0
89054,0.63,5,160,3,0,0
89055,0.76,5,230,3,1,1
89056,0.62,5,198,3,0,0
89057,0.82,3,250,3,0,0
89058,0.2,4,225,5,0,0
89059,0.16,3,178,3,1,0
89060,0.2,4,196,3,0,0
89061,0.53,4,240,2,0,1
89062,0.71,3,204,3,0,1
89063,0.7,3,250,3,0,0
89064,0.92,2,224,2,0,0
89065,0.81,4,268,3,0,1
89066,0.79,5,167,3,0,0
89067,0.53,3,168,3,0,1
89068,0.51,4,168,2,0,0
89069,0.78,5,158,3,0,0
89070,0.5,3,240,3,0,0
89071,0.92,4,261,4,0,0
89072,0.59,4,176,2,0,1
89073,0.77,3,217,3,0,1
89074,0.74,5,224,2,0,1
89075,0.67,4,196,3,0,0
89076,0.56,3,223,3,0,1
89077,0.84,5,131,5,1,1
89078,0.53,2,167,2,0,1
89079,0.86,5,273,3,0,0
89080,0.77,3,98,3,0,1
89081,0.97,4,253,3,0,0
89082,0.69,5,174,3,0,0
89083,0.73,3,274,2,0,0
89084,0.42,6,174,5,0,0
89085,0.4,5,173,5,0,0
89086,0.33,2,198,4,0,0
89087,0.68,3,238,2,0,0
89088,0.78,3,256,2,0,0
89089,0.92,3,179,2,0,1
89090,0.66,4,273,4,1,1
89091,0.6,3,104,4,0,1
89092,0.86,4,208,3,1,1
89093,0.61,3,275,2,0,0
89094,0.71,3,231,2,1,1
89095,0.86,4,186,3,0,1
89096,0.96,3,241,3,0,1
89097,0.7,3,194,2,1,0
89098,0.38,4,196,3,0,0
89099,0.39,6,185,3,0,0
89100,0.49,2,148,2,1,0
89101,0.78,4,150,3,0,1
89102,0.74,5,121,5,0,0
89103,0.82,4,266,3,0,1
89104,0.6,2,109,6,0,0
89105,0.72,3,143,4,0,1
89106,0.73,3,174,3,0,0
89107,0.89,4,159,2,0,0
89108,0.74,4,157,2,0,1
89109,0.83,2,222,2,0,1
89110,0.24,5,199,5,1,0
89111,0.93,3,255,7,1,1
89112,0.96,4,253,7,0,1
89113,0.16,5,149,7,1,0
89114,0.21,6,285,7,0,1
89115,0.69,3,164,7,0,0
89116,0.66,3,243,3,1,1
89117,0.67,2,207,7,0,1
89118,0.85,4,186,7,0,0
89119,0.37,4,211,7,0,0
89120,0.64,2,190,3,0,0
89121,0.91,2,241,3,0,1
89122,0.96,3,206,3,0,1
89123,0.74,4,273,3,0,0
89124,0.94,2,157,3,0,0
89125,0.37,3,183,2,0,0
89126,0.92,3,151,6,1,0
89127,0.86,3,217,3,0,1
89128,0.66,5,235,8,1,1
89129,0.19,4,127,8,0,0
89130,0.65,5,167,8,0,1
89131,0.92,3,260,8,0,1
89132,0.83,3,240,8,0,0
89133,0.94,4,187,3,0,0
89134,0.42,3,126,2,0,0
89135,0.78,6,168,3,0,1
89136,0.58,4,197,5,0,0
89137,0.5,2,170,8,0,0
89138,0.82,3,219,8,1,0
89139,0.97,6,137,8,1,1
89140,0.8,3,225,4,0,0
89141,0.82,3,194,3,0,1
89142,0.95,5,251,4,0,1
89143,0.88,5,195,4,0,0
89144,0.5,3,180,7,0,1
89145,0.53,2,225,7,1,1
89146,0.82,3,229,7,0,0
89147,0.15,6,144,7,0,1
89148,0.92,3,129,3,0,0
89149,0.53,3,172,10,0,1
89150,0.58,4,220,10,0,1
89151,0.88,3,273,10,0,0
89152,0.85,3,245,10,0,0
89153,0.99,5,264,10,1,0
89154,0.94,3,268,10,0,0
89155,0.63,3,172,3,0,1
89156,0.85,3,245,3,0,1
89157,0.95,5,192,3,0,0
89158,0.71,3,268,4,0,1
89159,0.49,4,244,3,0,1
89160,0.71,4,222,4,0,1
89161,0.52,5,239,2,0,1
89162,0.48,3,143,4,0,0
89163,0.82,3,160,3,0,0
89164,0.83,2,255,7,0,1
89165,0.85,4,152,7,0,1
89166,0.57,4,226,7,0,1
89167,0.16,5,266,7,0,0
89168,0.85,5,256,7,0,1
89169,0.82,3,198,3,1,0
89170,0.9,4,254,7,0,1
89171,0.92,2,104,7,0,1
89172,0.9,4,136,7,0,1
89173,0.82,5,205,3,0,1
89174,0.84,4,236,3,1,0
89175,0.92,3,176,3,0,0
89176,0.82,3,148,3,0,0
89177,0.8,4,146,3,1,0
89178,0.6,3,242,2,0,0
89179,0.14,5,115,6,1,0
89180,0.85,4,150,3,0,1
89181,0.55,3,239,8,0,0
89182,0.49,4,178,8,0,1
89183,0.82,5,263,8,0,1
89184,0.59,3,272,8,0,0
89185,0.9,3,133,8,0,0
89186,0.62,3,149,3,1,0
89187,0.61,3,193,2,0,0
89188,0.52,5,174,3,1,0
89189,0.79,4,223,5,0,0
89190,0.49,4,201,8,0,0
89191,0.73,2,139,8,0,0
89192,0.67,5,241,8,0,1
89193,0.52,4,187,4,1,0
89194,0.72,4,192,3,0,0
89195,0.48,5,142,4,0,0
89196,0.19,4,229,4,0,0
89197,0.49,3,104,7,0,1
89198,0.9,3,255,7,0,0
89199,0.49,4,212,7,0,1
89200,0.6,2,235,7,0,0
89201,0.62,3,237,3,1,1
89202,0.64,4,253,10,0,0
89203,0.22,3,193,10,0,1
89204,0.9,3,259,10,1,0
89205,0.74,5,266,10,0,0
89206,0.85,3,185,10,0,1
89207,0.33,3,172,10,0,1
89208,0.5,4,180,3,0,1
89209,0.38,2,157,3,0,1
89210,0.8,5,262,6,0,1
89211,0.11,7,272,4,0,0
89212,0.72,5,223,5,0,0
89213,0.37,2,159,3,0,1
89214,0.41,2,153,3,0,0
89215,0.1,6,247,4,0,0
89216,0.92,5,259,5,0,1
89217,0.89,5,224,5,0,0
89218,0.42,2,142,3,0,0
89219,0.45,2,135,3,0,1
89220,0.11,6,305,4,0,0
89221,0.84,4,234,5,0,1
89222,0.41,2,148,3,0,1
89223,0.36,2,137,3,0,0
89224,0.38,2,143,3,0,0
89225,0.45,2,160,3,0,1
89226,0.78,4,255,6,0,1
89227,0.45,2,160,3,1,0
89228,0.76,5,262,5,0,1
89229,0.11,6,282,4,0,1
89230,0.38,2,147,3,0,0
89231,0.09,6,304,4,0,1
89232,0.46,2,139,3,0,1
89233,0.4,2,158,3,0,1
89234,0.89,5,242,5,0,1
89235,0.82,4,239,5,0,0
89236,0.4,2,135,3,0,1
89237,0.41,2,128,3,0,0
89238,0.38,2,132,3,0,0
89239,0.09,6,294,4,0,1
89240,0.45,2,134,3,0,0
89241,0.4,2,145,3,0,0
89242,0.45,2,140,3,0,0
89243,0.84,4,246,6,0,1
89244,0.1,6,255,4,0,0
89245,0.38,2,137,3,0,0
89246,0.45,2,126,3,0,0
89247,0.11,6,306,4,0,1
89248,0.41,2,152,3,0,1
89249,0.87,5,269,5,0,1
89250,0.45,2,158,3,0,0
89251,0.4,2,127,3,0,0
89252,0.1,7,281,4,0,1
89253,0.09,6,276,4,0,0
89254,0.84,3,182,4,0,1
89255,0.4,2,147,3,0,0
89256,0.57,3,273,6,0,1
89257,0.4,2,148,3,0,0
89258,0.43,2,147,3,0,0
89259,0.13,6,152,2,0,0
89260,0.44,2,135,3,0,0
89261,0.38,2,134,3,0,0
89262,0.39,2,132,3,0,1
